VARY1-5MIXED TEMPERATURE C,VARY2-6MIXED TEMPERATURE C,VARY3-8MIXED TEMPERATURE C,VARY-4 T-101 PARAM RR,VARY   5T-101   PARAM   D:F,VARY   6T-100   PARAM   D:F,DIM     KMOL/HR,METHANOLKMOL/HR,Q
253.10879221442855,406.3162648198896,90.04869005942534,1.3839078593663647,0.29998040140291304,0.299997477817328,99.5480835087056,24.112074234715635,28838718.365266368
252.63709978770785,400.6674774659652,100.1965920717879,1.319277245586484,0.25000952435662,0.2999825320260749,95.32363261959551,24.112943567567026,25249091.62463494
248.14102083083674,400.8650286690137,90.51782339845859,1.3000026493999035,0.2999784440088801,0.25000180770038033,84.55749113567231,24.110533863915837,27734120.269505545
248.60919082977028,407.33927950208505,90.08685415317132,1.3000042806509755,0.2500084337391992,0.25000258418444,80.65937423917589,24.110877014710432,24092293.598944943
250.26029717347652,407.4635114035764,100.36416437301523,1.9510512490768415,0.2999898550260522,0.29827936302633906,99.03851241739088,24.112004060774687,30293639.307895746
250.73780529491628,407.5457009450501,98.00981258649767,1.8722182765935453,0.29926895788763846,0.29405157585090513,97.72100160328857,24.111836683179963,29967602.166906126
258.11789884771514,406.22403801914106,108.399810083673,1.4402000164610615,0.29998040140291304,0.2972188455279035,98.72297688408717,24.111957366229085,28934887.24313982
247.1957727858055,408.76480368976615,98.33509393815132,1.303589275715525,0.2591414878293558,0.27637645482392986,89.1824148840276,24.111591208890058,25304073.56213847
259.1711747017483,402.9963151566897,100.7065894720281,1.309325909953229,0.29842428309467683,0.2729995442182474,91.39035348617813,24.111013969043807,28041760.746711414
247.00412083315769,400.207265732202,93.89796825002206,1.3007038405585358,0.2797939486400388,0.2727783877525091,89.76974532011478,24.111212201386603,26666971.869313985
249.99861792464174,404.65454813564924,94.1399971658946,1.3014882793250429,0.268409431932591,0.28191859755749493,91.53234022472364,24.111756667055115,26064273.20703066
247.7404672465548,407.59815908959047,106.1106539121042,1.913591764468974,0.29996710348959316,0.2977560125001597,98.88115727122323,24.11198241308928,30186112.242675096
248.25505072664984,405.2917116243817,101.00189519594187,1.3003568021522998,0.2597964078840214,0.2941151108356201,94.40716460521253,24.11248887602411,25739748.311230145
