5 - Temperature,6 - Temperature,8 - Temperature,T-101 - Spec Value (Reflux Ratio),T-101 - Spec Value (Distillate Rate),T-100 - Spec Value (Distillate Rate),10 Out - Master Comp Molar Flow (diM-Ether),15 - Master Comp Molar Flow (Methanol),SPRDSHT-1 - A10: Q_sum
259.95524532349907,359.9973835491623,90.15204207334045,1.9791146009806233,79.97924376046126,129.99926561733395,129.84416409405065,0.043313951320816925,50553482.33619512
259.8952610895634,359.99692887976994,109.65413840877873,1.940631453031143,79.99616995585679,129.99993833964038,128.93038012383437,0.04558211828792667,47916047.98087543
259.95248592448314,359.89973895808674,109.87292988442935,1.3000683867247023,60.00861133333864,113.74480812052285,113.7115826449751,28.90372919128631,44012956.015733704
259.92493363272297,359.99739810055394,109.92995551596235,1.3029369504131396,60.0164191544838,113.23313907176727,113.22388180671852,29.790948005570254,43856901.693999566
259.66143603738817,359.9480506825424,109.86380007204906,1.3003676382650167,60.003045440484144,110.98741113436624,110.97256767952764,33.81124375069237,43141053.65345752
259.9764187152075,359.9562870215618,109.93911829093994,1.3003970650702847,60.008934819046516,111.28361964846425,111.27682796488608,33.260064084661124,43206755.61435798
259.9694653376495,359.9953395253333,95.57588977983507,1.9855157870576052,79.99403809666632,129.99986084171138,129.9175575135252,0.04565139403843255,52810774.98990395
259.9890404982861,359.9974173706556,109.79024744414238,1.3033472948649347,62.2926312846215,129.99989152943908,125.42805548788505,3.8894647867065055,44936075.924183
259.95524532349907,359.9952231692004,90.02883945735165,1.9791146009806233,79.97924376046126,129.97357520773386,129.8189274512007,0.08988284199360476,50481861.80860714
259.98083520027654,359.99926472686826,93.05019642894213,1.9877413757346838,79.99963324605605,129.99999613683872,129.89226715992123,0.04013728337492095,51789655.466501385
259.98707834711183,359.99557015147957,92.26339844223372,1.9855157870576052,79.97243787888742,129.9977319180809,129.87457091556226,0.04737733348184649,51454895.845878795
259.96849192822935,359.9715802423879,109.96477455946466,1.3002418571868284,60.02488443592754,111.21268509698159,111.20992027434167,33.380745419499405,43181533.831227966
259.9961682241955,359.9976214658963,109.99970004311544,1.3000908794438626,60.000238886749045,110.12273242504806,110.13026005642486,35.30849096357947,42817715.05340523
259.97247479285295,359.9470140994918,109.7056033818821,1.300360914966273,62.892783887227694,129.9993323603291,125.5478729294561,3.775573191267604,45009887.730445005
259.99928661762317,359.99985531162474,91.03585583665573,1.868004263186232,79.9944364645703,129.99973078261465,129.7485283159453,0.04978225766572282,49865333.87256085
259.99740714291454,359.9953145209995,91.37183573385623,1.9914920958094,79.99498154861737,129.9998555277756,129.8740503239426,0.03995642214107345,51131921.26712695
259.93579336704323,359.9945395890812,109.94577291916572,1.300085091748338,60.252312184601635,110.49897659188397,110.50546687241852,34.65560118852529,42988855.844878286
259.95907249702134,359.9997693803185,92.81339043422109,1.9819503629479427,79.99436951646041,129.9992409212939,129.88179204659178,0.04296926544324865,51655162.88666407
259.302169225206,359.99986728197047,109.99636322105019,1.3005687031667241,60.03263497358766,111.74430465182424,111.74534288992358,32.45731733560575,43385224.85814721
259.9595132598594,359.9996584214856,107.80853480976532,1.9824969145466602,79.99969984183426,129.9998799237382,129.05155204101177,0.035856917127451315,48975984.19786758
259.95186735366906,359.8960714944223,109.87292988442935,1.300036076035666,60.01000725756699,111.92991995895962,111.90649538925103,32.13138804307096,43424829.06107402
259.95643546255724,359.9997239631544,96.18339663412256,1.996613980918546,79.97925114177181,129.99970764577185,129.9359853205759,0.0452708435810852,53172946.89862141
259.9169546084249,359.95827703183807,109.85922996014473,1.3011099480637243,60.00983509796976,111.04079424629819,111.02872601648694,33.70251893611555,43150432.45873791
259.9734125309519,359.99735819268693,91.42169901906149,1.9566243004771993,79.99930462508912,129.9998496286901,129.84012406722906,0.04312543549121992,50846638.97106175
259.9909390781136,359.9912125944952,109.98616568408038,1.3109430538786049,60.03239193451863,111.96398339521967,111.96086469457012,32.06929759365139,43455000.32536078
259.9856085280464,359.99835371101744,107.41274647301627,1.9403129627647986,79.99974918737847,129.99994808096469,129.0392335707758,0.039940393055508304,48394296.72719082
259.7431500097565,359.99052299851365,109.99957192422758,1.3031739314768562,60.0326005196525,112.15172338907203,112.14608945228635,31.724352927476602,43504332.68622348
259.96031975313014,359.998301880044,106.91375149781881,1.9819876075452405,79.99436951646041,129.9992409212939,129.15262639451862,0.040554602145446116,49586571.62739606
259.9808630576478,359.9993156655395,91.43286221221344,1.9857208448982582,79.99657774798712,129.99999559987324,129.870467456218,0.039091505894911366,51112658.93964914
259.92636622513714,359.91638847093196,109.99065431960808,1.3003141762884247,60.00630511014107,114.95808376242293,114.93783131092954,26.726712644862438,44405553.49312698
259.98506084029293,359.9950550957294,90.63168150948353,1.9920855834195665,79.97940483529425,129.99939831598806,129.86321797311274,0.042023992566066946,50849596.05393764
258.7330083823659,359.99052299851365,109.99957192422758,1.3031739314768562,60.0326005196525,111.44905899027646,111.45012067640732,33.018638721973545,43327870.36029019
258.9528648312554,359.9912125944952,109.99737014776736,1.3003580856674977,60.03239193451863,112.62101222053005,112.61582237643498,30.915799589703308,43687570.89777076
259.9717065889902,359.99516409315146,109.8651309091095,1.3001105917959694,60.00983509796976,114.69585935904185,114.67689522918815,27.180736255875672,44332008.58361764
259.74699648347234,359.9963445754563,109.98288473072947,1.302123197358514,60.032118552996984,114.13621487100924,114.12156596022464,28.19131837246492,44146537.03991674
259.96808039582834,359.99741413191043,109.97280567061654,1.3064276143774338,60.01629084429043,112.11839107953087,112.1150477047297,31.782160647547045,43492847.71793687
259.9697899173521,359.9953745835545,95.57588977983507,1.3389994361853914,79.99952039606622,129.99921310288883,129.3040005908424,0.2036689494535562,45352077.248056486
259.9335228138294,359.9971956136591,95.23701688366293,1.9838996754943972,79.9943963773668,129.9961193336986,129.90800645443937,0.0527368433224657,52674890.20745815
259.5704367833923,359.9480506825424,109.86380007204906,1.3003676382650167,60.003045440484144,110.78675558814747,110.77327557588465,34.172066684544504,43080656.57984604
259.98514366060544,359.99692887976994,109.98292328314007,1.3035297732062263,60.71986059209504,129.99934954378224,125.00154798424589,4.301214293763906,44643456.623379566
259.9825925409159,359.9971185817022,96.20868304730008,1.9824969145466602,79.99959424357503,129.9961193336986,129.92053443901116,0.051605630904365506,53031826.72620591
259.9840514590497,359.96873315116716,109.97513735562357,1.3028558558908132,60.063221650558326,113.62245007105051,113.60906611659857,29.09780045168231,43979814.90876177
259.40617910299295,359.99052299851365,109.99957192422758,1.3031739314768562,60.0326005196525,111.44905899027646,111.44825047351128,32.98871231173442,43293759.15865834
259.9797839884325,359.9932850394058,109.79024744414238,1.3000982401428525,60.407160172510444,129.99989128406366,124.90742864133794,4.391626782575664,44532773.32432633
259.1465010593309,359.99516409315146,109.8651309091095,1.3001105917959694,60.00983509796976,114.69585935904185,114.6789858659856,27.21820840106497,44375297.310972705
259.9734125309519,359.99735819268693,91.71773529173268,1.3295229286158883,79.9992279236321,129.99919537372915,129.33781158708067,0.2060613354294344,45307604.57692
259.99354703150397,359.996684816072,109.97442288513683,1.302734140442512,60.22538900164337,114.39650502940222,114.38163802240656,27.726409117950098,44248865.265992045
259.66854637605593,359.9480506825424,109.86380007204906,1.300367518287185,60.002794092825354,110.78675558814747,110.77300249316531,34.167692769933446,43075645.66623436
259.99354703150397,359.9966657594477,109.97442095798604,1.302710263529785,60.06450318361236,114.39650502940222,114.38105147637415,27.715173659546537,44227222.1152167
259.99088035928617,359.9949836358261,90.01974856592501,1.8920003141383386,79.85169619036843,129.99623229145575,129.74124944939854,0.0676618974104256,49735747.17632252
259.9890404982861,359.9932850394058,109.79024744414238,1.3000908489738618,60.01963719353796,110.31538158797714,110.3215332593447,34.968458436251275,42930103.910374425
259.98781358710136,359.99423377366276,109.88835599287668,1.3003653171195655,60.00861678514188,110.21962674891722,110.22577707119068,35.139596948522886,42876508.77717437
259.99267808180093,359.9971185817022,95.07352814549023,1.9824969145466602,79.99959424357503,129.9961193336986,129.90726030726856,0.050132853000157976,52562292.26400585
259.74699648347234,359.9982145526106,109.98288473072947,1.3021498526654642,60.032118552996984,114.255924613271,114.24120239045945,27.977961026723627,44185065.95891254
259.9862718568042,359.96873315116716,109.99572932277448,1.3000856331838362,60.096057902308104,112.59573535478636,112.59046347038054,30.922540471957767,43638223.13800947
259.9834778179285,359.99922629615344,95.89461918512114,1.3610503520562238,79.9979320363487,129.99609440107835,129.31769516947918,0.1971419185445442,45512881.53858657
259.95708937721395,359.9996227711291,92.2653827198976,1.9859624081875673,79.97797588863043,129.99845083049627,129.8768227572748,0.045044277701254916,51475761.82872393
259.99189235101557,359.9993924213506,108.66750771125001,1.9867817871610514,79.99550641764674,129.999674521555,128.95759689494767,0.0352165962676997,48461546.63557047
259.93579336704323,359.99452330654503,109.94577291916572,1.300085091748338,60.252312184601635,110.60260550220661,110.60852209611924,34.471344809919735,43022430.49761202
259.9814791861356,359.96873315116716,109.99572932277448,1.3004675392522822,60.07100674277783,113.52215008054169,113.51166801425079,29.27267015579916,43937103.20956335
259.99642156943554,359.9994664680323,108.59799487395054,1.300649174199037,60.509043775797394,129.99668694620854,124.95514167883238,4.352531907334937,44577116.49381931
259.97649455766526,359.9710618108213,109.93911829093994,1.3003970650702847,60.008934819046516,114.2589644370025,114.23746079954586,27.965902068177773,44171939.46630802
259.99546746622093,359.99712138643133,105.85250304576475,1.9235763633200733,79.99545434727453,129.99932406382308,129.19670749926178,0.0455422399794362,49136542.843862504
259.97134211830456,359.9916960778039,109.96070740753257,1.3020965790981223,60.0244377868752,114.87211612899898,114.85338758159182,26.872982239059525,44377736.608427435
