4 - Temperature,5 - Temperature,6 - Temperature,8 - Temperature,VLV-100 - Pressure Drop,P-100 - Delta P,10 - Master Comp Molar Flow (diM-Ether),14 - Master Comp Molar Flow (Methanol),SPRDSHT-1 - B1:
140.0,260.0,357.441005792547,109.99999999999997,20.000000000389008,1482.8350899927316,128.4971565141601,2.1522691338012243,30297053.956581768
140.0,259.9999999999995,352.7755778507014,109.99999999870134,20.00016316322265,1500.0872969522127,128.36617929573615,2.4469824317425783,30201712.770868536
140.0,259.9999999972369,357.5980304559923,109.99999999999997,24.723507909838116,1496.1171227652362,128.50157724931177,2.1422708732446063,30300459.460835874
140.0,260.0,354.0275918181397,109.99999999999967,20.000000010500003,1500.0000000008633,128.40132003059654,2.3679024400640607,30227252.40456805
140.0,259.9999999999999,351.84942551786287,109.99999999988923,20.00000009045008,1499.9975185119408,128.3401845702375,2.5054802105558878,30182819.99693117
140.0,260.0,358.1032250367968,109.99999999999999,20.000000000013184,1472.710191559762,128.51576147089375,2.110421517906634,30310663.610815547
140.0,260.0,355.58216894176155,109.99999999999999,20.000027166028147,1500.0029930045048,128.44495297016533,2.269711929580252,30258964.244908873
140.0,260.0,359.5148514749431,110.0,20.00298964892696,1496.1856203761658,128.55534001653186,2.021307298293238,30339225.33620417
140.0,259.9999999981664,356.0864938877589,109.999999989284,20.00015651970582,1500.0071190629415,128.45910806305386,2.2378576554314886,30269251.99273699
140.0,259.9999999322024,358.8753462224831,109.99999999991513,20.00107372848966,1499.562021820181,128.53738468596907,2.0617067024055173,30326146.23841579
140.0,260.0,350.533125533884,110.0,20.00000004430035,1499.9999998531318,128.30323944761034,2.588620618402413,30155968.757880375
140.0,260.0,353.450507260893,110.0,20.00000000176355,1511.1128433183578,128.3851279460794,2.4043573043884177,30215505.654566497
140.0,259.9999999998285,359.2693650513501,109.99999992913531,20.021180420059387,1493.807753011878,128.54845426523065,2.0368075598419995,30334242.67828406
140.0,259.9999999999993,359.02239684373444,109.99999999999939,20.006748910933393,1439.0436376125183,128.54162075211505,2.052296647100016,30329750.24788805
140.0,260.0,355.28589980590573,109.99999999999997,20.00000001366616,1603.2202941738374,128.43668556486946,2.288470769089725,30253154.73152574
140.0,260.0,355.9378790136536,110.0,20.000000578411264,1498.3189793740626,128.45493984454544,2.2472411125751655,30266237.1441807
140.0,260.0,356.84943520571113,109.99999999999999,20.00000000186336,1499.999999996136,128.4805218376928,2.1896686036497823,30284815.211215433
140.0,260.0,351.5969980977348,109.9999999999999,20.00000001384965,1500.0284800481131,128.33309959768016,2.5214240993960835,30177670.76771267
140.0,260.0,358.56130712786353,110.0,20.432497266524365,1500.0000000285327,128.52857304840902,2.081533210865384,30319766.365163654
140.0,259.99999999999994,356.40070373661877,109.99999999999685,20.012646302129287,1505.5891012871098,128.46792981648417,2.2180136655691682,30275675.106338236
140.0,260.0,356.2250086336032,109.99999999999999,20.000000089985313,1472.710191559762,128.46304481981946,2.229053798006392,30272349.858848214
140.0,260.0,357.2924213374321,109.99999993220581,20.325475761219227,1472.3321309323221,128.49300756938968,2.161625529891632,30294150.87126794
140.0,259.9999999999994,356.79554799571906,109.99999999999987,20.012646302129287,1505.5075085655583,128.47901203021985,2.1930743972798723,30283729.352608647
140.0,260.0,352.14739552663696,109.99999999999999,20.000000003692794,1500.6442382500884,128.3485481094194,2.4866600603091507,30188899.72589489
140.0,260.0,355.62071652185847,109.99999999999999,20.000027041034368,1500.000000000837,128.44603489911924,2.2672771782905916,30259750.570518065
140.0,260.0,357.9333224620545,109.99999999999969,20.000000641650836,1500.0000000011403,128.51094373487655,2.121207899972689,30306925.43638519
140.0,260.0,358.7813176092099,109.99999999667335,20.000000000389008,1513.900894406588,128.5347512316816,2.0676528329005,30324255.22215101
140.0,260.0,359.6466455317539,109.99999999999687,20.000000578411264,1498.3189793740626,128.55903527791554,2.012987260005612,30341892.303118464
140.0,260.0,359.2285170920863,109.99999999985668,24.218961830412738,1494.263562951991,128.54734479606284,2.03938844291506,30333641.94679368
140.0,260.0,359.42533638846066,109.99999999999997,20.000006238361134,1500.000000000837,128.55282068659878,2.0269690178234714,30337361.04123122
140.0,260.0,352.01246179800387,109.99999999950946,20.00555713420393,1352.3835984495263,128.34503025118954,2.4949182311433944,30187620.548960295
140.0,260.0,359.8694359391874,109.99999999999996,20.000000695569685,1500.0029930045048,128.5652854076798,1.9989187146349983,30346420.2380416
140.0,260.0,357.4971490952384,110.0,20.000000010479077,1500.000000002185,128.4987014825158,2.148757569416497,30298027.932216138
140.0,260.0,353.8965553417256,110.0,20.000033296858504,1430.7441959721584,128.39776656108543,2.3760395102513727,30225270.51025219
140.0,260.0,358.2338275697688,109.99999999999999,20.00000067280787,1419.9739508576279,128.5195218587213,2.1020661637945386,30313854.038488198
140.0,260.0,353.25376442513544,110.0,20.000000006483308,1678.1420884772813,128.37968372183934,2.4168581757138474,30211871.099160567
140.0,260.0,354.9748664494051,109.99999999996254,20.000027166028147,1508.9837884709605,128.42791175324206,2.308074478536153,30246596.243758652
140.0,260.0,350.21697222700254,109.99999999998172,20.119220844297956,1499.9998858232,128.2943667883339,2.608586856221546,30149527.99794746
140.0,260.0,359.79361275570204,109.99999999999997,20.000000000000004,1500.000000000837,128.56315724665942,2.003707872401797,30344873.513456214
140.0,260.0,353.4739282425468,109.99999999999953,20.000015500047688,1511.1128433183578,128.3857853122623,2.40287798330997,30215983.420464195
140.0,260.0,355.48072526199144,109.99999999999687,20.00000012592164,1501.0256350880572,128.4421061861654,2.2761197902361716,30256897.211763464
140.0,259.99999999999994,353.8965553417256,110.0,20.00000000091115,1500.0000061690048,128.39764217740125,2.3761789921975787,30224579.390413065
140.0,260.0,357.1757182769504,109.99999999066414,20.157594807941692,1449.774809975733,128.48977120460563,2.168955123993193,30291983.443447236
140.0,259.99999999999983,350.6300186208737,109.99999970739061,20.00002339634474,1501.1032663053268,128.30595949895266,2.582501127170073,30157947.7958991
140.0,260.0,358.515872950786,109.99999999307663,20.000022528852938,1450.1338441917974,128.52738397225187,2.0843122985603078,30319306.51477085
140.0,259.9999999998285,359.6022019792289,109.99999999972141,20.021180420059387,1499.9903325981059,128.5577850285155,2.0157972989459356,30340970.521646027
140.0,259.99999999999994,352.70515150783865,110.0,20.00007491704197,1499.999999851327,128.36420257002322,2.451430677734425,30200275.939031433
140.0,259.99999999999994,356.69111606232,109.99999999999682,20.000412654736035,1505.5075085655583,128.47608080072652,2.1996708250357053,30281598.17735794
140.0,259.9999999322024,358.8753462224831,109.99999999981455,21.361040930850944,1627.9191125041134,128.53746419037793,2.061742034318392,30326559.58459198
140.0,260.0,357.70251348109076,109.99999999999999,20.000000877051338,1499.9999998443252,128.50446552688635,2.1357863029844704,30302217.16208801
140.0,260.0,357.9742264991399,109.99999999999159,20.00000067280787,1419.9739508576279,128.51223553163155,2.118463138537815,30308558.43409742
140.0,260.0,359.12491671111906,110.0,20.00000000301151,1499.9999951070222,128.54438868730648,2.0459441856990335,30331232.777350254
140.0,260.0,356.3556809825736,109.99999999999997,20.000000000000004,1505.6891951917987,128.46666609157526,2.2208577326451566,30274756.01717331
140.0,260.0,355.2371915485046,109.99999999999613,20.000004589851102,1499.9999998491212,128.43527035010504,2.291501459870779,30251927.039818157
140.0,260.0,353.69979203974657,109.99999999989906,20.000000120680426,1457.9636390269388,128.39219504040162,2.3885223339933934,30220985.103420686
140.0,260.0,358.44440649408637,109.99999999999999,20.000000126555378,1500.0000000333287,128.52528853483315,2.0889267081363663,30317351.043753557
140.0,260.0,357.8420531982542,109.99999999999952,20.000016060237844,1499.9999998443252,128.50838204406386,2.126972667117152,30305063.635011323
140.0,260.0,357.2799007679784,109.9999999998085,20.00000001608475,1500.0000000345156,128.4926038868153,2.1624794517124357,30293596.281795934
140.0,259.99999999999994,352.29914523215746,109.99999999999999,20.00000000139656,1499.9956442240025,128.352807036712,2.4770749202448616,30191993.851803288
140.0,260.0,354.2290827655617,109.99999999591238,20.00711218453771,1374.6364527946653,128.4072005667307,2.3549231852702928,30232614.152350463
