State;5 - Temperature;6 - Temperature;8 - Temperature;T-101 - Spec Value (Reflux Ratio);T-101 - Spec Value (Distillate Rate);T-100 - Spec Value (Distillate Rate);10 Out - Master Comp Molar Flow (diM-Ether);15 - Master Comp Molar Flow (Methanol);SPRDSHT-1 - A10: Q_sum
Case 1154;246.67;340.00;103.33;1.30;60.00;116.67;107.69;35.05;48362877.55
Case 1155;246.67;340.00;103.33;1.30;60.00;123.33;107.80;28.39;47997916.30
Case 1156;246.67;340.00;103.33;1.30;60.00;130.00;107.81;21.84;47524628.20
Case 1157;246.67;340.00;103.33;1.30;66.67;110.00;108.72;40.58;48803585.90
Case 1158;246.67;340.00;103.33;1.30;66.67;116.67;109.09;33.71;49515194.79
Case 1159;246.67;340.00;103.33;1.30;66.67;123.33;109.22;26.99;49034450.92
Case 1160;246.67;340.00;103.33;1.30;66.67;130.00;109.24;20.42;48450954.08
Case 1161;246.67;340.00;103.33;1.30;73.33;110.00;109.93;39.37;49797753.86
Case 1162;246.67;340.00;103.33;1.30;73.33;116.67;110.47;32.38;50794542.51
Case 1163;246.67;340.00;103.33;1.30;73.33;123.33;110.63;25.65;50155384.44
Case 1164;246.67;340.00;103.33;1.30;73.33;130.00;110.65;19.01;49466848.37
Case 1165;246.67;340.00;103.33;1.30;80.00;110.00;109.99;39.18;51078038.79
Case 1166;246.67;340.00;103.33;1.30;80.00;116.67;111.83;31.03;52173337.31
Case 1167;246.67;340.00;103.33;1.30;80.00;123.33;112.01;24.28;51324945.96
Case 1168;246.67;340.00;103.33;1.30;80.00;130.00;112.05;17.60;50543897.19
Case 1169;246.67;340.00;103.33;1.53;60.00;110.00;107.73;41.61;48496560.91
Case 1170;246.67;340.00;103.33;1.53;60.00;116.67;108.05;34.78;50292542.60
Case 1171;246.67;340.00;103.33;1.53;60.00;123.33;108.18;28.06;51161005.83
Case 1172;246.67;340.00;103.33;1.53;60.00;130.00;108.22;21.46;50957949.20
Case 1173;246.67;340.00;103.33;1.53;66.67;110.00;109.05;40.35;49636241.13
Case 1174;246.67;340.00;103.33;1.53;66.67;116.67;109.47;33.39;51584125.70
Case 1175;246.67;340.00;103.33;1.53;66.67;123.33;109.63;26.66;52369645.82
Case 1176;246.67;340.00;103.33;1.53;66.67;130.00;109.68;20.01;52071857.70
Case 1177;246.67;340.00;103.33;1.53;73.33;110.00;110.04;39.31;50780389.42
Case 1178;246.67;340.00;103.33;1.53;73.33;116.67;110.87;32.05;52861388.72
Case 1179;246.67;340.00;103.33;1.53;73.33;123.33;111.06;25.25;53656976.08
Case 1180;246.67;340.00;103.33;1.53;73.33;130.00;111.12;18.56;53253046.01
Case 1181;246.67;340.00;103.33;1.53;80.00;110.00;110.02;39.23;52188072.75
Case 1182;246.67;340.00;103.33;1.53;80.00;116.67;112.25;30.65;54119717.61
Case 1183;246.67;340.00;103.33;1.53;80.00;123.33;112.48;23.84;54927032.80
Case 1184;246.67;340.00;103.33;1.53;80.00;130.00;112.54;17.14;54503176.30
Case 1185;246.67;340.00;103.33;1.77;60.00;110.00;107.97;41.46;49285266.41
Case 1186;246.67;340.00;103.33;1.77;60.00;116.67;108.30;34.56;51094649.24
Case 1187;246.67;340.00;103.33;1.77;60.00;123.33;108.46;27.85;52618610.25
Case 1188;246.67;340.00;103.33;1.77;60.00;130.00;108.52;21.19;53751159.83
Case 1189;246.67;340.00;103.33;1.77;66.67;110.00;109.29;40.19;50499059.93
Case 1190;246.67;340.00;103.33;1.77;66.67;116.67;109.74;33.17;52477075.10
Case 1191;246.67;340.00;103.33;1.77;66.67;123.33;109.93;26.40;54046017.51
Case 1192;246.67;340.00;103.33;1.77;66.67;130.00;109.99;19.71;55037728.64
Case 1193;246.67;340.00;103.33;1.77;73.33;110.00;110.01;39.40;51798544.37
Case 1194;246.67;340.00;103.33;1.77;73.33;116.67;111.16;31.80;53842687.00
Case 1195;246.67;340.00;103.33;1.77;73.33;123.33;111.37;24.96;55467633.87
Case 1196;246.67;340.00;103.33;1.77;73.33;130.00;111.45;18.25;56384581.59
Case 1197;246.67;340.00;103.33;1.77;80.00;110.00;110.02;39.31;53314196.27
Case 1198;246.67;340.00;103.33;1.77;80.00;116.67;112.54;30.37;55188755.64
Case 1199;246.67;340.00;103.33;1.77;80.00;123.33;112.81;23.54;56880270.21
Case 1200;246.67;340.00;103.33;1.77;80.00;130.00;112.89;16.80;57793192.87
Case 1201;246.67;340.00;103.33;2.00;60.00;110.00;108.13;41.35;50093275.38
Case 1202;246.67;340.00;103.33;2.00;60.00;116.67;108.52;34.39;51913767.51
Case 1203;246.67;340.00;103.33;2.00;60.00;123.33;108.67;27.68;53439027.91
Case 1204;246.67;340.00;103.33;2.00;60.00;130.00;108.73;20.99;54851095.73
Case 1205;246.67;340.00;103.33;2.00;66.67;110.00;109.47;40.07;51385539.36
Case 1206;246.67;340.00;103.33;2.00;66.67;116.67;109.95;33.00;53385053.46
Case 1207;246.67;340.00;103.33;2.00;66.67;123.33;110.14;26.21;54958715.76
Case 1208;246.67;340.00;103.33;2.00;66.67;130.00;110.22;19.50;56395268.01
Case 1209;246.67;340.00;103.33;2.00;73.33;110.00;109.99;39.48;52831722.53
Case 1210;246.67;340.00;103.33;2.00;73.33;116.67;111.37;31.58;54840063.01
Case 1211;246.67;340.00;103.33;2.00;73.33;123.33;111.60;24.76;56471153.16
Case 1212;246.67;340.00;103.33;2.00;73.33;130.00;111.70;18.02;57934092.22
Case 1213;246.67;340.00;103.33;2.00;80.00;110.00;110.02;39.38;54450910.04
Case 1214;246.67;340.00;103.33;2.00;80.00;116.67;112.76;30.17;56276885.55
Case 1215;246.67;340.00;103.33;2.00;80.00;123.33;113.05;23.31;57975294.55
Case 1216;246.67;340.00;103.33;2.00;80.00;130.00;113.15;16.56;59469949.75
Case 1217;246.67;340.00;110.00;1.30;60.00;110.00;107.32;41.88;47196176.52
Case 1218;246.67;340.00;110.00;1.30;60.00;116.67;107.63;35.08;48203482.32
Case 1219;246.67;340.00;110.00;1.30;60.00;123.33;107.76;28.41;47784898.38
Case 1220;246.67;340.00;110.00;1.30;60.00;130.00;107.78;21.86;47253013.62
Case 1221;246.67;340.00;110.00;1.30;66.67;110.00;108.61;40.65;48260449.33
Case 1222;246.67;340.00;110.00;1.30;66.67;116.67;109.02;33.75;49391443.44
Case 1223;246.67;340.00;110.00;1.30;66.67;123.33;109.18;27.02;48852463.02
Case 1224;246.67;340.00;110.00;1.30;66.67;130.00;109.21;20.44;48206694.93
Case 1225;246.67;340.00;110.00;1.30;73.33;110.00;109.83;39.46;49252275.08
Case 1226;246.67;340.00;110.00;1.30;73.33;116.67;110.40;32.44;50711508.94
Case 1227;246.67;340.00;110.00;1.30;73.33;123.33;110.59;25.69;50006650.13
Case 1228;246.67;340.00;110.00;1.30;73.33;130.00;110.62;19.03;49245483.13
Case 1229;246.67;340.00;110.00;1.30;80.00;110.00;109.99;39.20;50486501.23
Case 1230;246.67;340.00;110.00;1.30;80.00;116.67;111.75;31.10;52162101.26
Case 1231;246.67;340.00;110.00;1.30;80.00;123.33;111.96;24.32;51211014.12
Case 1232;246.67;340.00;110.00;1.30;80.00;130.00;112.02;17.63;50351625.82
Case 1233;246.67;340.00;110.00;1.53;60.00;110.00;107.64;41.68;47958723.73
Case 1234;246.67;340.00;110.00;1.53;60.00;116.67;107.99;34.81;49742040.29
Case 1235;246.67;340.00;110.00;1.53;60.00;123.33;108.14;28.07;50908020.09
Case 1236;246.67;340.00;110.00;1.53;60.00;130.00;108.19;21.48;50649638.85
Case 1237;246.67;340.00;110.00;1.53;66.67;110.00;108.94;40.43;49096526.46
Case 1238;246.67;340.00;110.00;1.53;66.67;116.67;109.40;33.44;51024729.15
Case 1239;246.67;340.00;110.00;1.53;66.67;123.33;109.59;26.70;52145129.16
Case 1240;246.67;340.00;110.00;1.53;66.67;130.00;109.65;20.03;51786720.48
Case 1241;246.67;340.00;110.00;1.53;73.33;110.00;110.00;39.35;50203610.15
Case 1242;246.67;340.00;110.00;1.53;73.33;116.67;110.79;32.11;52291638.47
Case 1243;246.67;340.00;110.00;1.53;73.33;123.33;111.02;25.29;53460354.45
Case 1244;246.67;340.00;110.00;1.53;73.33;130.00;111.09;18.59;52987945.01
Case 1245;246.67;340.00;110.00;1.53;80.00;110.00;110.01;39.25;51595253.84
Case 1246;246.67;340.00;110.00;1.53;80.00;116.67;112.16;30.73;53542145.05
Case 1247;246.67;340.00;110.00;1.53;80.00;123.33;112.40;23.90;54756973.78
Case 1248;246.67;340.00;110.00;1.53;80.00;130.00;112.50;17.16;54250782.21
Case 1249;246.67;340.00;110.00;1.77;60.00;110.00;107.87;41.54;48748743.44
Case 1250;246.67;340.00;110.00;1.77;60.00;116.67;108.24;34.61;50545722.27
Case 1251;246.67;340.00;110.00;1.77;60.00;123.33;108.41;27.85;52066070.55
Case 1252;246.67;340.00;110.00;1.77;60.00;130.00;108.49;21.21;53415031.42
Case 1253;246.67;340.00;110.00;1.77;66.67;110.00;109.17;40.28;49964166.89
Case 1254;246.67;340.00;110.00;1.77;66.67;116.67;109.68;33.23;51916977.44
Case 1255;246.67;340.00;110.00;1.77;66.67;123.33;109.88;26.44;53484028.33
Case 1256;246.67;340.00;110.00;1.77;66.67;130.00;109.96;19.74;54722480.57
Case 1257;246.67;340.00;110.00;1.77;73.33;110.00;110.00;39.21;51206619.45
Case 1258;246.67;340.00;110.00;1.77;73.33;116.67;111.09;31.87;53274387.85
Case 1259;246.67;340.00;110.00;1.77;73.33;123.33;111.32;25.01;54894770.76
Case 1260;246.67;340.00;110.00;1.77;73.33;130.00;111.42;18.28;56089471.45
Case 1261;246.67;340.00;110.00;1.77;80.00;110.00;109.99;39.37;52719079.41
Case 1262;246.67;340.00;110.00;1.77;80.00;116.67;112.46;30.46;54611158.94
Case 1263;246.67;340.00;110.00;1.77;80.00;123.33;112.76;23.59;56296334.37
Case 1264;246.67;340.00;110.00;1.77;80.00;130.00;112.86;16.83;57518738.07
Case 1265;246.67;340.00;110.00;2.00;60.00;110.00;108.04;41.44;49557124.22
Case 1266;246.67;340.00;110.00;2.00;60.00;116.67;108.43;34.47;51364703.58
Case 1267;246.67;340.00;110.00;2.00;60.00;123.33;108.63;27.71;52888002.00
Case 1268;246.67;340.00;110.00;2.00;60.00;130.00;108.71;21.02;54299510.00
Case 1269;246.67;340.00;110.00;2.00;66.67;110.00;109.35;40.18;50851179.18
Case 1270;246.67;340.00;110.00;2.00;66.67;116.67;109.88;33.06;52826242.19
Case 1271;246.67;340.00;110.00;2.00;66.67;123.33;110.10;26.25;54396791.03
Case 1272;246.67;340.00;110.00;2.00;66.67;130.00;110.19;19.53;55832241.90
Case 1273;246.67;340.00;110.00;2.00;73.33;110.00;110.01;39.45;52254075.06
Case 1274;246.67;340.00;110.00;2.00;73.33;116.67;111.29;31.65;54271598.39
Case 1275;246.67;340.00;110.00;2.00;73.33;123.33;111.55;24.81;55895045.08
Case 1276;246.67;340.00;110.00;2.00;73.33;130.00;111.66;18.08;57354682.70
Case 1277;246.67;340.00;110.00;2.00;80.00;110.00;110.02;39.37;53857450.24
Case 1278;246.67;340.00;110.00;2.00;80.00;116.67;112.65;30.32;55700809.18
Case 1279;246.67;340.00;110.00;2.00;80.00;123.33;112.99;23.36;57392152.32
Case 1280;246.67;340.00;110.00;2.00;80.00;130.00;113.11;16.59;58884577.25
Case 1281;246.67;346.67;90.00;1.30;60.00;110.00;109.93;38.36;47786267.75
Case 1282;246.67;346.67;90.00;1.30;60.00;116.67;113.07;29.56;48422137.71
Case 1283;246.67;346.67;90.00;1.30;60.00;123.33;113.22;22.91;47870582.82
Case 1284;246.67;346.67;90.00;1.30;60.00;130.00;113.22;16.34;47243157.29
Case 1285;246.67;346.67;90.00;1.30;66.67;110.00;110.01;38.22;49093652.66
Case 1286;246.67;346.67;90.00;1.30;66.67;116.67;114.56;28.14;49588162.68
Case 1287;246.67;346.67;90.00;1.30;66.67;123.33;114.80;21.38;48893025.92
Case 1288;246.67;346.67;90.00;1.30;66.67;130.00;114.80;14.78;48229742.79
Case 1289;246.67;346.67;90.00;1.30;73.33;110.00;109.99;38.40;50376582.21
Case 1290;246.67;346.67;90.00;1.30;73.33;116.67;116.03;26.65;51053923.55
Case 1291;246.67;346.67;90.00;1.30;73.33;123.33;116.35;19.84;50088038.92
Case 1292;246.67;346.67;90.00;1.30;73.33;130.00;116.36;13.28;49285727.00
Case 1293;246.67;346.67;90.00;1.30;80.00;110.00;109.97;38.56;51645682.84
Case 1294;246.67;346.67;90.00;1.30;80.00;116.67;116.66;25.98;52839405.30
Case 1295;246.67;346.67;90.00;1.30;80.00;123.33;117.83;18.35;51190267.28
Case 1296;246.67;346.67;90.00;1.30;80.00;130.00;117.90;11.74;50408092.49
Case 1297;246.67;346.67;90.00;1.53;60.00;110.00;110.05;38.42;48618342.29
Case 1298;246.67;346.67;90.00;1.53;60.00;116.67;113.47;29.27;50368780.71
Case 1299;246.67;346.67;90.00;1.53;60.00;123.33;113.66;22.54;51109133.16
Case 1300;246.67;346.67;90.00;1.53;60.00;130.00;113.69;15.91;50829269.31
Case 1301;246.67;346.67;90.00;1.53;66.67;110.00;110.02;38.52;50014740.43
Case 1302;246.67;346.67;90.00;1.53;66.67;116.67;114.97;27.77;51527562.23
Case 1303;246.67;346.67;90.00;1.53;66.67;123.33;115.25;20.97;52333510.79
Case 1304;246.67;346.67;90.00;1.53;66.67;130.00;115.30;14.30;51968615.90
Case 1305;246.67;346.67;90.00;1.53;73.33;110.00;110.01;38.65;51393385.06
Case 1306;246.67;346.67;90.00;1.53;73.33;116.67;116.44;26.35;52586934.01
Case 1307;246.67;346.67;90.00;1.53;73.33;123.33;116.82;19.43;53695641.08
Case 1308;246.67;346.67;90.00;1.53;73.33;130.00;116.88;12.78;53178423.33
Case 1309;246.67;346.67;90.00;1.53;80.00;110.00;109.96;38.87;52749255.32
Case 1310;246.67;346.67;90.00;1.53;80.00;116.67;116.62;26.11;53928497.04
Case 1311;246.67;346.67;90.00;1.53;80.00;123.33;118.33;17.86;54958145.23
Case 1312;246.67;346.67;90.00;1.53;80.00;130.00;118.45;11.21;54419249.53
Case 1313;246.67;346.67;90.00;1.77;60.00;110.00;110.05;38.63;49459130.44
Case 1314;246.67;346.67;90.00;1.77;60.00;116.67;113.74;29.05;51149804.51
Case 1315;246.67;346.67;90.00;1.77;60.00;123.33;113.97;22.27;52923817.08
Case 1316;246.67;346.67;90.00;1.77;60.00;130.00;114.02;15.61;53732439.90
Case 1317;246.67;346.67;90.00;1.77;66.67;110.00;110.01;38.79;50947071.00
Case 1318;246.67;346.67;90.00;1.77;66.67;116.67;115.27;27.58;52380245.50
Case 1319;246.67;346.67;90.00;1.77;66.67;123.33;115.58;20.68;54311289.32
Case 1320;246.67;346.67;90.00;1.77;66.67;130.00;115.65;13.98;55038324.23
Case 1321;246.67;346.67;90.00;1.77;73.33;110.00;110.02;38.88;52420230.18
Case 1322;246.67;346.67;90.00;1.77;73.33;116.67;116.65;26.20;53527762.45
Case 1323;246.67;346.67;90.00;1.77;73.33;123.33;117.13;19.12;55676158.86
Case 1324;246.67;346.67;90.00;1.77;73.33;130.00;117.26;12.36;56396266.85
Case 1325;246.67;346.67;90.00;1.77;80.00;110.00;109.98;39.05;53871908.49
Case 1326;246.67;346.67;90.00;1.77;80.00;116.67;116.63;26.15;55047545.23
Case 1327;246.67;346.67;90.00;1.77;80.00;123.33;118.70;17.57;57022375.74
Case 1328;246.67;346.67;90.00;1.77;80.00;130.00;118.84;10.84;57793326.09
Case 1329;246.67;346.67;90.00;2.00;60.00;110.00;110.04;38.86;50306202.34
Case 1330;246.67;346.67;90.00;2.00;60.00;116.67;113.95;28.91;51950669.34
Case 1331;246.67;346.67;90.00;2.00;60.00;123.33;114.20;22.09;53735600.03
Case 1332;246.67;346.67;90.00;2.00;60.00;130.00;114.27;15.39;55263156.86
Case 1333;246.67;346.67;90.00;2.00;66.67;110.00;110.01;38.98;51888900.80
Case 1334;246.67;346.67;90.00;2.00;66.67;116.67;115.48;27.42;53258282.31
Case 1335;246.67;346.67;90.00;2.00;66.67;123.33;115.82;20.46;55213150.06
Case 1336;246.67;346.67;90.00;2.00;66.67;130.00;115.91;13.74;56786332.85
Case 1337;246.67;346.67;90.00;2.00;73.33;110.00;110.02;39.06;53454827.23
Case 1338;246.67;346.67;90.00;2.00;73.33;116.67;116.64;26.23;54546570.61
Case 1339;246.67;346.67;90.00;2.00;73.33;123.33;117.38;18.88;56665474.55
Case 1340;246.67;346.67;90.00;2.00;73.33;130.00;117.53;12.12;58303358.11
Case 1341;246.67;346.67;90.00;2.00;80.00;110.00;109.99;39.18;55000891.85
Case 1342;246.67;346.67;90.00;2.00;80.00;116.67;116.64;26.20;56179443.60
Case 1343;246.67;346.67;90.00;2.00;80.00;123.33;118.97;17.33;58099165.91
Case 1344;246.67;346.67;90.00;2.00;80.00;130.00;119.14;10.56;59810465.44
Case 1345;246.67;346.67;96.67;1.30;60.00;110.00;109.91;38.37;47276011.94
Case 1346;246.67;346.67;96.67;1.30;60.00;116.67;113.01;29.61;48297178.48
Case 1347;246.67;346.67;96.67;1.30;60.00;123.33;113.18;22.93;47696090.47
Case 1348;246.67;346.67;96.67;1.30;60.00;130.00;113.20;16.36;47012265.08
Case 1349;246.67;346.67;96.67;1.30;66.67;110.00;110.01;38.23;48571738.13
Case 1350;246.67;346.67;96.67;1.30;66.67;116.67;114.50;28.18;49545274.23
Case 1351;246.67;346.67;96.67;1.30;66.67;123.33;114.76;21.40;48742391.86
Case 1352;246.67;346.67;96.67;1.30;66.67;130.00;114.77;14.79;48025038.73
Case 1353;246.67;346.67;96.67;1.30;73.33;110.00;109.98;38.40;49840813.99
Case 1354;246.67;346.67;96.67;1.30;73.33;116.67;115.95;26.70;50976610.36
Case 1355;246.67;346.67;96.67;1.30;73.33;123.33;116.30;19.87;49960075.75
Case 1356;246.67;346.67;96.67;1.30;73.33;130.00;116.33;13.31;49103134.94
Case 1357;246.67;346.67;96.67;1.30;80.00;110.00;109.98;38.54;51098198.53
Case 1358;246.67;346.67;96.67;1.30;80.00;116.67;116.66;25.98;52300852.25
Case 1359;246.67;346.67;96.67;1.30;80.00;123.33;117.78;18.40;51083425.58
Case 1360;246.67;346.67;96.67;1.30;80.00;130.00;117.87;11.77;50250858.61
Case 1361;246.67;346.67;96.67;1.53;60.00;110.00;110.04;38.43;48107902.50
Case 1362;246.67;346.67;96.67;1.53;60.00;116.67;113.40;29.32;49870875.46
Case 1363;246.67;346.67;96.67;1.53;60.00;123.33;113.61;22.57;50893748.41
Case 1364;246.67;346.67;96.67;1.53;60.00;130.00;113.66;15.92;50556284.89
Case 1365;246.67;346.67;96.67;1.53;66.67;110.00;110.02;38.53;49491274.29
Case 1366;246.67;346.67;96.67;1.53;66.67;116.67;114.91;27.83;51024585.16
Case 1367;246.67;346.67;96.67;1.53;66.67;123.33;115.21;21.00;52141837.69
Case 1368;246.67;346.67;96.67;1.53;66.67;130.00;115.27;14.37;51732163.73
Case 1369;246.67;346.67;96.67;1.53;73.33;110.00;110.04;38.60;50860885.45
Case 1370;246.67;346.67;96.67;1.53;73.33;116.67;116.36;26.41;52084181.99
Case 1371;246.67;346.67;96.67;1.53;73.33;123.33;116.78;19.49;53526117.91
Case 1372;246.67;346.67;96.67;1.53;73.33;130.00;116.85;12.81;52959812.21
Case 1373;246.67;346.67;96.67;1.53;80.00;110.00;109.98;38.82;52203920.12
Case 1374;246.67;346.67;96.67;1.53;80.00;116.67;116.63;26.09;53389969.00
Case 1375;246.67;346.67;96.67;1.53;80.00;123.33;118.28;17.91;54807777.55
Case 1376;246.67;346.67;96.67;1.53;80.00;130.00;118.42;11.24;54248725.71
Case 1377;246.67;346.67;96.67;1.77;60.00;110.00;110.04;38.65;48948441.70
Case 1378;246.67;346.67;96.67;1.77;60.00;116.67;113.69;29.11;50652251.76
Case 1379;246.67;346.67;96.67;1.77;60.00;123.33;113.93;22.30;52422421.42
Case 1380;246.67;346.67;96.67;1.77;60.00;130.00;114.00;15.63;53445311.55
Case 1381;246.67;346.67;96.67;1.77;66.67;110.00;110.01;38.79;50423232.34
Case 1382;246.67;346.67;96.67;1.77;66.67;116.67;115.19;27.60;51879891.47
Case 1383;246.67;346.67;96.67;1.77;66.67;123.33;115.53;20.71;53799754.72
Case 1384;246.67;346.67;96.67;1.77;66.67;130.00;115.62;14.00;54763887.81
Case 1385;246.67;346.67;96.67;1.77;73.33;110.00;110.02;38.88;51883600.05
Case 1386;246.67;346.67;96.67;1.77;73.33;116.67;116.62;26.21;53014264.89
Case 1387;246.67;346.67;96.67;1.77;73.33;123.33;117.08;19.16;55154185.29
Case 1388;246.67;346.67;96.67;1.77;73.33;130.00;117.22;12.46;56140462.05
Case 1389;246.67;346.67;96.67;1.77;80.00;110.00;109.97;39.07;53319785.33
Case 1390;246.67;346.67;96.67;1.77;80.00;116.67;116.66;26.09;54509457.74
Case 1391;246.67;346.67;96.67;1.77;80.00;123.33;118.63;17.56;56489681.58
Case 1392;246.67;346.67;96.67;1.77;80.00;130.00;118.80;10.86;57566776.37
Case 1393;246.67;346.67;96.67;2.00;60.00;110.00;110.04;38.86;49795664.60
Case 1394;246.67;346.67;96.67;2.00;60.00;116.67;113.89;28.96;51455640.89
Case 1395;246.67;346.67;96.67;2.00;60.00;123.33;114.16;22.11;53233127.66
Case 1396;246.67;346.67;96.67;2.00;60.00;130.00;114.24;15.41;54759972.92
Case 1397;246.67;346.67;96.67;2.00;66.67;110.00;110.01;38.98;51365353.71
Case 1398;246.67;346.67;96.67;2.00;66.67;116.67;115.41;27.48;52759233.39
Case 1399;246.67;346.67;96.67;2.00;66.67;123.33;115.78;20.50;54701632.52
Case 1400;246.67;346.67;96.67;2.00;66.67;130.00;115.88;13.76;56273401.16
Case 1401;246.67;346.67;96.67;2.00;73.33;110.00;110.03;39.02;52919971.27
Case 1402;246.67;346.67;96.67;2.00;73.33;116.67;116.65;26.22;54019723.76
Case 1403;246.67;346.67;96.67;2.00;73.33;123.33;117.33;18.93;56144371.49
Case 1404;246.67;346.67;96.67;2.00;73.33;130.00;117.50;12.13;57778782.20
Case 1405;246.67;346.67;96.67;2.00;80.00;110.00;109.99;39.19;54450644.59
Case 1406;246.67;346.67;96.67;2.00;80.00;116.67;116.64;26.21;55638156.41
Case 1407;246.67;346.67;96.67;2.00;80.00;123.33;118.91;17.38;57568880.65
Case 1408;246.67;346.67;96.67;2.00;80.00;130.00;119.09;10.60;59277408.26
Case 1409;246.67;346.67;103.33;1.30;60.00;110.00;109.94;38.36;46746721.75
Case 1410;246.67;346.67;103.33;1.30;60.00;116.67;112.94;29.64;48189256.07
Case 1411;246.67;346.67;103.33;1.30;60.00;123.33;113.14;22.93;47525622.56
Case 1412;246.67;346.67;103.33;1.30;60.00;130.00;113.17;16.38;46787868.17
Case 1413;246.67;346.67;103.33;1.30;66.67;110.00;110.03;38.19;48029841.33
Case 1414;246.67;346.67;103.33;1.30;66.67;116.67;114.43;28.22;49499188.46
Case 1415;246.67;346.67;103.33;1.30;66.67;123.33;114.72;21.44;48604159.85
Case 1416;246.67;346.67;103.33;1.30;66.67;130.00;114.74;14.81;47828994.78
Case 1417;246.67;346.67;103.33;1.30;73.33;110.00;109.98;38.40;49283241.15
Case 1418;246.67;346.67;103.33;1.30;73.33;116.67;115.86;26.77;50689680.89
Case 1419;246.67;346.67;103.33;1.30;73.33;123.33;116.21;19.99;49619218.69
Case 1420;246.67;346.67;103.33;1.30;73.33;130.00;116.30;13.33;48928550.89
Case 1421;246.67;346.67;103.33;1.30;80.00;110.00;109.99;38.53;50528225.04
Case 1422;246.67;346.67;103.33;1.30;80.00;116.67;116.60;26.07;51737083.07
Case 1423;246.67;346.67;103.33;1.30;80.00;123.33;117.72;18.44;50995620.15
Case 1424;246.67;346.67;103.33;1.30;80.00;130.00;117.83;11.81;50108799.92
Case 1425;246.67;346.67;103.33;1.53;60.00;110.00;110.04;38.43;47577011.01
Case 1426;246.67;346.67;103.33;1.53;60.00;116.67;113.33;29.36;49354641.81
Case 1427;246.67;346.67;103.33;1.53;60.00;123.33;113.57;22.59;50730182.04
Case 1428;246.67;346.67;103.33;1.53;60.00;130.00;113.63;15.95;50298886.53
Case 1429;246.67;346.67;103.33;1.53;66.67;110.00;110.02;38.51;48947830.06
Case 1430;246.67;346.67;103.33;1.53;66.67;116.67;114.84;27.89;50504247.97
Case 1431;246.67;346.67;103.33;1.53;66.67;123.33;115.17;21.03;51964500.91
Case 1432;246.67;346.67;103.33;1.53;66.67;130.00;115.24;14.35;51491402.84
Case 1433;246.67;346.67;103.33;1.53;73.33;110.00;110.03;38.60;50302487.72
Case 1434;246.67;346.67;103.33;1.53;73.33;116.67;116.26;26.48;51564080.62
Case 1435;246.67;346.67;103.33;1.53;73.33;123.33;116.72;19.54;53360847.14
Case 1436;246.67;346.67;103.33;1.53;73.33;130.00;116.82;12.84;52748025.47
Case 1437;246.67;346.67;103.33;1.53;80.00;110.00;109.98;38.84;51631087.03
Case 1438;246.67;346.67;103.33;1.53;80.00;116.67;116.66;26.03;52832243.14
Case 1439;246.67;346.67;103.33;1.53;80.00;123.33;118.22;17.97;54675221.31
Case 1440;246.67;346.67;103.33;1.53;80.00;130.00;118.38;11.29;54062245.43
Case 1441;246.67;346.67;103.33;1.77;60.00;110.00;110.04;38.66;48416267.45
Case 1442;246.67;346.67;103.33;1.77;60.00;116.67;113.62;29.16;50137104.84
Case 1443;246.67;346.67;103.33;1.77;60.00;123.33;113.87;22.33;51902770.00
Case 1444;246.67;346.67;103.33;1.77;60.00;130.00;113.97;15.65;53148299.58
Case 1445;246.67;346.67;103.33;1.77;66.67;110.00;110.02;38.75;49880513.17
Case 1446;246.67;346.67;103.33;1.77;66.67;116.67;115.10;27.67;51361750.67
Case 1447;246.67;346.67;103.33;1.77;66.67;123.33;115.49;20.75;53267504.65
Case 1448;246.67;346.67;103.33;1.77;66.67;130.00;115.59;14.03;54497148.03
Case 1449;246.67;346.67;103.33;1.77;73.33;110.00;109.99;38.94;51320237.38
Case 1450;246.67;346.67;103.33;1.77;73.33;116.67;116.54;26.25;52496598.03
Case 1451;246.67;346.67;103.33;1.77;73.33;123.33;117.02;19.21;54612345.32
Case 1452;246.67;346.67;103.33;1.77;73.33;130.00;117.19;12.49;55891910.64
Case 1453;246.67;346.67;103.33;1.77;80.00;110.00;110.00;39.01;52752745.28
Case 1454;246.67;346.67;103.33;1.77;80.00;116.67;116.63;26.15;53945803.38
Case 1455;246.67;346.67;103.33;1.77;80.00;123.33;118.57;17.61;55939367.30
Case 1456;246.67;346.67;103.33;1.77;80.00;130.00;118.76;10.91;57330676.66
Case 1457;246.67;346.67;103.33;2.00;60.00;110.00;110.04;38.86;49263267.99
Case 1458;246.67;346.67;103.33;2.00;60.00;116.67;113.82;29.02;50940865.00
Case 1459;246.67;346.67;103.33;2.00;60.00;123.33;114.12;22.15;52711494.66
Case 1460;246.67;346.67;103.33;2.00;60.00;130.00;114.21;15.44;54236398.29
Case 1461;246.67;346.67;103.33;2.00;66.67;110.00;110.01;38.97;50819984.75
Case 1462;246.67;346.67;103.33;2.00;66.67;116.67;115.32;27.55;52241971.49
Case 1463;246.67;346.67;103.33;2.00;66.67;123.33;115.73;20.54;54169290.45
Case 1464;246.67;346.67;103.33;2.00;66.67;130.00;115.85;13.79;55739245.66
Case 1465;246.67;346.67;103.33;2.00;73.33;110.00;110.02;39.03;52360451.62
Case 1466;246.67;346.67;103.33;2.00;73.33;116.67;116.65;26.21;53474717.70
Case 1467;246.67;346.67;103.33;2.00;73.33;123.33;117.27;18.98;55603194.68
