State;5 - Temperature;6 - Temperature;8 - Temperature;T-101 - Spec Value (Reflux Ratio);T-101 - Spec Value (Distillate Rate);T-100 - Spec Value (Distillate Rate);10 Out - Master Comp Molar Flow (diM-Ether);15 - Master Comp Molar Flow (Methanol);SPRDSHT-1 - A10: Q_sum
Case 1468;246.67;346.67;103.33;2.00;73.33;130.00;117.45;12.24;57234510.00
Case 1469;246.67;346.67;103.33;2.00;80.00;110.00;109.98;39.23;53874844.22
Case 1470;246.67;346.67;103.33;2.00;80.00;116.67;116.67;26.14;55078256.97
Case 1471;246.67;346.67;103.33;2.00;80.00;123.33;118.84;17.44;57019386.86
Case 1472;246.67;346.67;103.33;2.00;80.00;130.00;119.05;10.65;58721981.50
Case 1473;246.67;346.67;110.00;1.30;60.00;110.00;109.91;38.38;46099110.91
Case 1474;246.67;346.67;110.00;1.30;60.00;116.67;112.86;29.69;48059627.77
Case 1475;246.67;346.67;110.00;1.30;60.00;123.33;113.07;23.00;47201913.73
Case 1476;246.67;346.67;110.00;1.30;60.00;130.00;113.13;16.40;46567049.30
Case 1477;246.67;346.67;110.00;1.30;66.67;110.00;109.98;38.30;47229487.23
Case 1478;246.67;346.67;110.00;1.30;66.67;116.67;114.31;28.22;49139583.91
Case 1479;246.67;346.67;110.00;1.30;66.67;123.33;114.63;21.50;48277987.68
Case 1480;246.67;346.67;110.00;1.30;66.67;130.00;114.71;14.84;47637687.69
Case 1481;246.67;346.67;110.00;1.30;73.33;110.00;110.00;38.39;48334378.51
Case 1482;246.67;346.67;110.00;1.30;73.33;116.67;115.75;26.84;50139022.09
Case 1483;246.67;346.67;110.00;1.30;73.33;123.33;116.15;20.03;49554904.09
Case 1484;246.67;346.67;110.00;1.30;73.33;130.00;116.26;13.37;48775117.24
Case 1485;246.67;346.67;110.00;1.30;80.00;110.00;110.00;38.50;49427872.90
Case 1486;246.67;346.67;110.00;1.30;80.00;116.67;116.65;25.99;51152714.75
Case 1487;246.67;346.67;110.00;1.30;80.00;123.33;117.65;18.50;50925880.51
Case 1488;246.67;346.67;110.00;1.30;80.00;130.00;117.79;11.85;49984482.01
Case 1489;246.67;346.67;110.00;1.53;60.00;110.00;110.02;38.46;46885327.54
Case 1490;246.67;346.67;110.00;1.53;60.00;116.67;113.25;29.41;48813597.25
Case 1491;246.67;346.67;110.00;1.53;60.00;123.33;113.52;22.63;50533270.97
Case 1492;246.67;346.67;110.00;1.53;60.00;130.00;113.60;15.97;50041635.43
Case 1493;246.67;346.67;110.00;1.53;66.67;110.00;110.02;38.53;48102674.57
Case 1494;246.67;346.67;110.00;1.53;66.67;116.67;114.75;27.97;49953503.63
Case 1495;246.67;346.67;110.00;1.53;66.67;123.33;115.08;21.12;51624546.90
Case 1496;246.67;346.67;110.00;1.53;66.67;130.00;115.20;14.44;51256068.95
Case 1497;246.67;346.67;110.00;1.53;73.33;110.00;110.00;38.68;49296572.50
Case 1498;246.67;346.67;110.00;1.53;73.33;116.67;116.16;26.54;51022809.20
Case 1499;246.67;346.67;110.00;1.53;73.33;123.33;116.63;19.62;53041772.14
Case 1500;246.67;346.67;110.00;1.53;73.33;130.00;116.78;12.88;52541886.72
Case 1501;246.67;346.67;110.00;1.53;80.00;110.00;110.01;38.77;50486586.83
Case 1502;246.67;346.67;110.00;1.53;80.00;116.67;116.67;26.01;52242460.79
Case 1503;246.67;346.67;110.00;1.53;80.00;123.33;118.15;18.03;54303046.21
Case 1504;246.67;346.67;110.00;1.53;80.00;130.00;118.33;11.33;53888830.25
Case 1505;246.67;346.67;110.00;1.77;60.00;110.00;110.03;38.68;47684795.76
Case 1506;246.67;346.67;110.00;1.77;60.00;116.67;113.53;29.23;49595265.70
Case 1507;246.67;346.67;110.00;1.77;60.00;123.33;113.83;22.38;51351694.03
Case 1508;246.67;346.67;110.00;1.77;60.00;130.00;113.93;15.68;52865251.52
Case 1509;246.67;346.67;110.00;1.77;66.67;110.00;110.03;38.75;48999276.83
Case 1510;246.67;346.67;110.00;1.77;66.67;116.67;115.01;27.75;50815726.48
Case 1511;246.67;346.67;110.00;1.77;66.67;123.33;115.43;20.80;52707270.94
Case 1512;246.67;346.67;110.00;1.77;66.67;130.00;115.55;14.06;54232965.33
Case 1513;246.67;346.67;110.00;1.77;73.33;110.00;110.04;38.82;50299966.38
Case 1514;246.67;346.67;110.00;1.77;73.33;116.67;116.43;26.37;51945957.77
Case 1515;246.67;346.67;110.00;1.77;73.33;123.33;116.95;19.27;54042236.10
Case 1516;246.67;346.67;110.00;1.77;73.33;130.00;117.14;12.54;55652298.07
Case 1517;246.67;346.67;110.00;1.77;80.00;110.00;110.00;39.00;51570122.24
Case 1518;246.67;346.67;110.00;1.77;80.00;116.67;116.67;26.08;53356838.02
Case 1519;246.67;346.67;110.00;1.77;80.00;123.33;118.49;17.69;55360050.33
Case 1520;246.67;346.67;110.00;1.77;80.00;130.00;118.72;10.97;57050155.08
Case 1521;246.67;346.67;110.00;2.00;60.00;110.00;110.05;38.84;48505693.47
Case 1522;246.67;346.67;110.00;2.00;60.00;116.67;113.74;29.09;50397818.39
Case 1523;246.67;346.67;110.00;2.00;60.00;123.33;114.04;22.20;52164137.47
Case 1524;246.67;346.67;110.00;2.00;60.00;130.00;114.18;15.47;53684508.84
Case 1525;246.67;346.67;110.00;2.00;66.67;110.00;110.03;38.94;49912649.76
Case 1526;246.67;346.67;110.00;2.00;66.67;116.67;115.21;27.60;51700618.38
Case 1527;246.67;346.67;110.00;2.00;66.67;123.33;115.67;20.60;53609503.59
Case 1528;246.67;346.67;110.00;2.00;66.67;130.00;115.81;13.83;55177022.06
Case 1529;246.67;346.67;110.00;2.00;73.33;110.00;110.00;39.09;51294807.70
Case 1530;246.67;346.67;110.00;2.00;73.33;116.67;116.61;26.23;52914381.70
Case 1531;246.67;346.67;110.00;2.00;73.33;123.33;117.20;19.05;55032853.06
Case 1532;246.67;346.67;110.00;2.00;73.33;130.00;117.42;12.29;56659540.61
Case 1533;246.67;346.67;110.00;2.00;80.00;110.00;110.01;39.15;52675161.12
Case 1534;246.67;346.67;110.00;2.00;80.00;116.67;116.67;26.14;54485849.22
Case 1535;246.67;346.67;110.00;2.00;80.00;123.33;118.76;17.52;56440160.19
Case 1536;246.67;346.67;110.00;2.00;80.00;130.00;119.00;10.70;58137974.21
Case 1537;246.67;353.33;90.00;1.30;60.00;110.00;110.00;37.03;47289035.18
Case 1538;246.67;353.33;90.00;1.30;60.00;116.67;116.62;25.46;48504700.34
Case 1539;246.67;353.33;90.00;1.30;60.00;123.33;118.03;17.95;47240524.16
Case 1540;246.67;353.33;90.00;1.30;60.00;130.00;118.07;11.44;46504200.17
Case 1541;246.67;353.33;90.00;1.30;66.67;110.00;109.96;37.53;48478845.70
Case 1542;246.67;353.33;90.00;1.30;66.67;116.67;116.63;25.25;49811168.50
Case 1543;246.67;353.33;90.00;1.30;66.67;123.33;119.70;16.32;48364116.47
Case 1544;246.67;353.33;90.00;1.30;66.67;130.00;119.78;9.75;47550296.79
Case 1545;246.67;353.33;90.00;1.30;73.33;110.00;109.96;37.86;49677134.43
Case 1546;246.67;353.33;90.00;1.30;73.33;116.67;116.63;25.26;51102747.38
Case 1547;246.67;353.33;90.00;1.30;73.33;123.33;121.32;14.70;49641315.93
Case 1548;246.67;353.33;90.00;1.30;73.33;130.00;121.48;8.07;48632887.54
Case 1549;246.67;353.33;90.00;1.30;80.00;110.00;109.97;38.10;50880169.71
Case 1550;246.67;353.33;90.00;1.30;80.00;116.67;116.61;25.37;52374798.24
Case 1551;246.67;353.33;90.00;1.30;80.00;123.33;122.90;13.12;51119855.95
Case 1552;246.67;353.33;90.00;1.30;80.00;130.00;123.16;6.50;49870389.26
Case 1553;246.67;353.33;90.00;1.53;60.00;110.00;110.00;37.56;48082555.98
Case 1554;246.67;353.33;90.00;1.53;60.00;116.67;116.66;25.51;49320350.99
Case 1555;246.67;353.33;90.00;1.53;60.00;123.33;118.51;17.53;50577770.38
Case 1556;246.67;353.33;90.00;1.53;60.00;130.00;118.60;10.95;50157682.37
Case 1557;246.67;353.33;90.00;1.53;66.67;110.00;109.95;38.01;49359501.32
Case 1558;246.67;353.33;90.00;1.53;66.67;116.67;116.59;25.57;50721256.49
Case 1559;246.67;353.33;90.00;1.53;66.67;123.33;120.20;15.87;51823570.35
Case 1560;246.67;353.33;90.00;1.53;66.67;130.00;120.33;9.23;51348464.79
Case 1561;246.67;353.33;90.00;1.53;73.33;110.00;109.97;38.17;50660213.43
Case 1562;246.67;353.33;90.00;1.53;73.33;116.67;116.63;25.51;52113240.86
Case 1563;246.67;353.33;90.00;1.53;73.33;123.33;121.85;14.35;53242842.20
Case 1564;246.67;353.33;90.00;1.53;73.33;130.00;122.08;7.55;52586716.16
Case 1565;246.67;353.33;90.00;1.53;80.00;110.00;109.96;38.52;51937879.14
Case 1566;246.67;353.33;90.00;1.53;80.00;116.67;116.67;25.49;53488400.73
Case 1567;246.67;353.33;90.00;1.53;80.00;123.33;123.32;12.84;54641914.80
Case 1568;246.67;353.33;90.00;1.53;80.00;130.00;123.74;5.85;53793963.65
Case 1569;246.67;353.33;90.00;1.77;60.00;110.00;110.00;37.97;48889102.70
Case 1570;246.67;353.33;90.00;1.77;60.00;116.67;116.65;25.68;50152439.74
Case 1571;246.67;353.33;90.00;1.77;60.00;123.33;118.84;17.24;52101080.30
Case 1572;246.67;353.33;90.00;1.77;60.00;130.00;118.97;10.62;53126152.42
Case 1573;246.67;353.33;90.00;1.77;66.67;110.00;109.97;38.34;50259242.05
Case 1574;246.67;353.33;90.00;1.77;66.67;116.67;116.60;25.73;51654366.30
Case 1575;246.67;353.33;90.00;1.77;66.67;123.33;120.54;15.54;53368995.09
Case 1576;246.67;353.33;90.00;1.77;66.67;130.00;120.74;8.86;54424690.98
Case 1577;246.67;353.33;90.00;1.77;73.33;110.00;109.97;38.52;51643830.04
Case 1578;246.67;353.33;90.00;1.77;73.33;116.67;116.63;25.70;53140701.94
Case 1579;246.67;353.33;90.00;1.77;73.33;123.33;122.21;14.05;54544493.79
Case 1580;246.67;353.33;90.00;1.77;73.33;130.00;122.49;7.17;55846874.21
Case 1581;246.67;353.33;90.00;1.77;80.00;110.00;109.94;38.82;53009147.52
Case 1582;246.67;353.33;90.00;1.77;80.00;116.67;116.66;25.72;54606964.31
Case 1583;246.67;353.33;90.00;1.77;80.00;123.33;123.31;12.84;55732547.73
Case 1584;246.67;353.33;90.00;1.77;80.00;130.00;124.17;5.39;57201276.48
Case 1585;246.67;353.33;90.00;2.00;60.00;110.00;110.02;38.30;49703185.62
Case 1586;246.67;353.33;90.00;2.00;60.00;116.67;116.65;25.80;50997165.16
Case 1587;246.67;353.33;90.00;2.00;60.00;123.33;119.10;17.08;52896933.13
Case 1588;246.67;353.33;90.00;2.00;60.00;130.00;119.25;10.38;54619406.57
Case 1589;246.67;353.33;90.00;2.00;66.67;110.00;109.98;38.61;51165754.95
Case 1590;246.67;353.33;90.00;2.00;66.67;116.67;116.60;25.88;52597657.39
Case 1591;246.67;353.33;90.00;2.00;66.67;123.33;120.80;15.31;54247265.76
Case 1592;246.67;353.33;90.00;2.00;66.67;130.00;121.02;8.60;56088080.58
Case 1593;246.67;353.33;90.00;2.00;73.33;110.00;109.96;38.83;52631754.88
Case 1594;246.67;353.33;90.00;2.00;73.33;116.67;116.63;25.88;54176680.61
Case 1595;246.67;353.33;90.00;2.00;73.33;123.33;122.49;13.78;55500221.83
Case 1596;246.67;353.33;90.00;2.00;73.33;130.00;122.80;6.90;57543039.65
Case 1597;246.67;353.33;90.00;2.00;80.00;110.00;109.95;39.01;54096984.08
Case 1598;246.67;353.33;90.00;2.00;80.00;116.67;116.66;25.87;55737084.95
Case 1599;246.67;353.33;90.00;2.00;80.00;123.33;123.27;12.97;56847894.06
Case 1600;246.67;353.33;90.00;2.00;80.00;130.00;124.48;5.09;58962964.72
Case 1601;246.67;353.33;96.67;1.30;60.00;110.00;110.00;37.03;46774711.87
Case 1602;246.67;353.33;96.67;1.30;60.00;116.67;116.62;25.45;47999534.31
Case 1603;246.67;353.33;96.67;1.30;60.00;123.33;117.99;17.98;47097539.84
Case 1604;246.67;353.33;96.67;1.30;60.00;130.00;118.04;11.46;46319465.63
Case 1605;246.67;353.33;96.67;1.30;66.67;110.00;109.94;37.55;47947013.20
Case 1606;246.67;353.33;96.67;1.30;66.67;116.67;116.65;25.21;49294514.19
Case 1607;246.67;353.33;96.67;1.30;66.67;123.33;119.64;16.36;48259288.01
Case 1608;246.67;353.33;96.67;1.30;66.67;130.00;119.75;9.78;47435573.13
Case 1609;246.67;353.33;96.67;1.30;73.33;110.00;109.96;37.85;49136766.01
Case 1610;246.67;353.33;96.67;1.30;73.33;116.67;116.61;25.29;50569539.73
Case 1611;246.67;353.33;96.67;1.30;73.33;123.33;121.27;14.76;49572798.09
Case 1612;246.67;353.33;96.67;1.30;73.33;130.00;121.44;8.10;48498635.97
Case 1613;246.67;353.33;96.67;1.30;80.00;110.00;109.95;38.14;50322165.06
Case 1614;246.67;353.33;96.67;1.30;80.00;116.67;116.67;25.26;51837920.49
Case 1615;246.67;353.33;96.67;1.30;80.00;123.33;122.85;13.24;51088701.02
Case 1616;246.67;353.33;96.67;1.30;80.00;130.00;123.12;6.54;49777238.33
Case 1617;246.67;353.33;96.67;1.53;60.00;110.00;110.00;37.56;47567604.67
Case 1618;246.67;353.33;96.67;1.53;60.00;116.67;116.63;25.56;48811542.95
Case 1619;246.67;353.33;96.67;1.53;60.00;123.33;118.46;17.57;50399815.40
Case 1620;246.67;353.33;96.67;1.53;60.00;130.00;118.57;10.97;49937937.71
Case 1621;246.67;353.33;96.67;1.53;66.67;110.00;109.96;37.99;48833612.31
Case 1622;246.67;353.33;96.67;1.53;66.67;116.67;116.59;25.55;50202258.32
Case 1623;246.67;353.33;96.67;1.53;66.67;123.33;120.14;15.91;51676604.94
Case 1624;246.67;353.33;96.67;1.53;66.67;130.00;120.30;9.26;51152072.20
Case 1625;246.67;353.33;96.67;1.53;73.33;110.00;109.97;38.17;50119206.70
Case 1626;246.67;353.33;96.67;1.53;73.33;116.67;116.62;25.52;51580008.97
Case 1627;246.67;353.33;96.67;1.53;73.33;123.33;121.78;14.40;53115237.71
Case 1628;246.67;353.33;96.67;1.53;73.33;130.00;122.04;7.59;52409905.31
Case 1629;246.67;353.33;96.67;1.53;80.00;110.00;109.97;38.52;51383737.75
Case 1630;246.67;353.33;96.67;1.53;80.00;116.67;116.64;25.57;52937136.65
Case 1631;246.67;353.33;96.67;1.53;80.00;123.33;123.29;12.85;54112087.70
Case 1632;246.67;353.33;96.67;1.53;80.00;130.00;123.69;5.89;53631459.88
Case 1633;246.67;353.33;96.67;1.77;60.00;110.00;110.00;37.97;48372787.40
Case 1634;246.67;353.33;96.67;1.77;60.00;116.67;116.64;25.69;49644523.12
Case 1635;246.67;353.33;96.67;1.77;60.00;123.33;118.79;17.28;51602743.73
Case 1636;246.67;353.33;96.67;1.77;60.00;130.00;118.94;10.64;52877360.44
Case 1637;246.67;353.33;96.67;1.77;66.67;110.00;109.98;38.32;49732858.66
Case 1638;246.67;353.33;96.67;1.77;66.67;116.67;116.59;25.74;51134121.60
Case 1639;246.67;353.33;96.67;1.77;66.67;123.33;120.49;15.59;52863420.69
Case 1640;246.67;353.33;96.67;1.77;66.67;130.00;120.68;8.90;54195632.71
Case 1641;246.67;353.33;96.67;1.77;73.33;110.00;109.95;38.59;51094102.57
Case 1642;246.67;353.33;96.67;1.77;73.33;116.67;116.63;25.70;52607624.21
Case 1643;246.67;353.33;96.67;1.77;73.33;123.33;122.14;14.11;54035092.26
Case 1644;246.67;353.33;96.67;1.77;73.33;130.00;122.45;7.21;55637471.76
Case 1645;246.67;353.33;96.67;1.77;80.00;110.00;109.93;38.82;52453542.39
Case 1646;246.67;353.33;96.67;1.77;80.00;116.67;116.66;25.72;54061064.14
Case 1647;246.67;353.33;96.67;1.77;80.00;123.33;123.29;12.87;55194952.24
Case 1648;246.67;353.33;96.67;1.77;80.00;130.00;124.12;5.44;57000928.45
Case 1649;246.67;353.33;96.67;2.00;60.00;110.00;110.00;38.31;49186628.46
Case 1650;246.67;353.33;96.67;2.00;60.00;116.67;116.64;25.81;50490116.39
Case 1651;246.67;353.33;96.67;2.00;60.00;123.33;119.05;17.12;52399329.86
Case 1652;246.67;353.33;96.67;2.00;60.00;130.00;119.21;10.41;54117721.92
Case 1653;246.67;353.33;96.67;2.00;66.67;110.00;109.97;38.61;50637271.31
Case 1654;246.67;353.33;96.67;2.00;66.67;116.67;116.60;25.88;52076386.38
Case 1655;246.67;353.33;96.67;2.00;66.67;123.33;120.74;15.36;53742820.34
Case 1656;246.67;353.33;96.67;2.00;66.67;130.00;120.99;8.64;55576172.01
Case 1657;246.67;353.33;96.67;2.00;73.33;110.00;109.98;38.76;52098386.80
Case 1658;246.67;353.33;96.67;2.00;73.33;116.67;116.63;25.88;53643197.32
Case 1659;246.67;353.33;96.67;2.00;73.33;123.33;122.42;13.84;54992882.88
Case 1660;246.67;353.33;96.67;2.00;73.33;130.00;122.75;6.94;57022040.04
Case 1661;246.67;353.33;96.67;2.00;80.00;110.00;109.95;39.01;53541627.69
Case 1662;246.67;353.33;96.67;2.00;80.00;116.67;116.66;25.87;55190482.42
Case 1663;246.67;353.33;96.67;2.00;80.00;123.33;123.32;12.86;56314113.00
Case 1664;246.67;353.33;96.67;2.00;80.00;130.00;124.43;5.14;58431336.43
Case 1665;246.67;353.33;103.33;1.30;60.00;110.00;110.01;37.03;46238470.30
Case 1666;246.67;353.33;103.33;1.30;60.00;116.67;116.62;25.46;47473276.86
Case 1667;246.67;353.33;103.33;1.30;60.00;123.33;117.93;18.01;46967501.62
Case 1668;246.67;353.33;103.33;1.30;60.00;130.00;118.01;11.48;46145083.29
Case 1669;246.67;353.33;103.33;1.30;66.67;110.00;109.93;37.56;47395774.95
Case 1670;246.67;353.33;103.33;1.30;66.67;116.67;116.65;25.21;48754678.50
Case 1671;246.67;353.33;103.33;1.30;66.67;123.33;119.58;16.41;48161726.43
Case 1672;246.67;353.33;103.33;1.30;66.67;130.00;119.72;9.81;47292035.01
Case 1673;246.67;353.33;103.33;1.30;73.33;110.00;109.98;37.82;48491436.45
Case 1674;246.67;353.33;103.33;1.30;73.33;116.67;116.61;25.30;50014663.96
Case 1675;246.67;353.33;103.33;1.30;73.33;123.33;121.21;14.81;49566090.25
Case 1676;246.67;353.33;103.33;1.30;73.33;130.00;121.40;8.14;48381376.26
Case 1677;246.67;353.33;103.33;1.30;80.00;110.00;109.99;38.07;49534913.90
Case 1678;246.67;353.33;103.33;1.30;80.00;116.67;116.62;25.34;51266060.09
Case 1679;246.67;353.33;103.33;1.30;80.00;123.33;122.77;13.30;51062751.45
Case 1680;246.67;353.33;103.33;1.30;80.00;130.00;123.02;6.51;49460038.25
Case 1681;246.67;353.33;103.33;1.53;60.00;110.00;110.00;37.56;47029799.67
Case 1682;246.67;353.33;103.33;1.53;60.00;116.67;116.62;25.58;48283806.02
Case 1683;246.67;353.33;103.33;1.53;60.00;123.33;118.40;17.60;50231464.63
Case 1684;246.67;353.33;103.33;1.53;60.00;130.00;118.53;11.00;49724895.88
Case 1685;246.67;353.33;103.33;1.53;66.67;110.00;109.96;37.98;48283184.42
Case 1686;246.67;353.33;103.33;1.53;66.67;116.67;116.59;25.56;49660601.87
Case 1687;246.67;353.33;103.33;1.53;66.67;123.33;120.08;15.97;51481751.12
Case 1688;246.67;353.33;103.33;1.53;66.67;130.00;120.26;9.29;50966431.41
Case 1689;246.67;353.33;103.33;1.53;73.33;110.00;109.99;38.18;49434299.24
Case 1690;246.67;353.33;103.33;1.53;73.33;116.67;116.61;25.54;51023345.90
Case 1691;246.67;353.33;103.33;1.53;73.33;123.33;121.71;14.45;52584045.73
Case 1692;246.67;353.33;103.33;1.53;73.33;130.00;122.00;7.63;52245835.14
Case 1693;246.67;353.33;103.33;1.53;80.00;110.00;109.99;38.43;50567104.50
Case 1694;246.67;353.33;103.33;1.53;80.00;116.67;116.61;25.62;52365371.25
Case 1695;246.67;353.33;103.33;1.53;80.00;123.33;123.26;12.87;53574309.24
Case 1696;246.67;353.33;103.33;1.53;80.00;130.00;123.64;5.94;53480978.30
Case 1697;246.67;353.33;103.33;1.77;60.00;110.00;110.00;37.98;47834638.53
Case 1698;246.67;353.33;103.33;1.77;60.00;116.67;116.64;25.68;49116606.32
Case 1699;246.67;353.33;103.33;1.77;60.00;123.33;118.74;17.32;51085490.29
Case 1700;246.67;353.33;103.33;1.77;60.00;130.00;118.90;10.67;52635741.46
Case 1701;246.67;353.33;103.33;1.77;66.67;110.00;109.99;38.32;49164725.40
Case 1702;246.67;353.33;103.33;1.77;66.67;116.67;116.59;25.75;50591764.41
Case 1703;246.67;353.33;103.33;1.77;66.67;123.33;120.42;15.65;52337816.29
Case 1704;246.67;353.33;103.33;1.77;66.67;130.00;120.65;8.93;54011951.36
Case 1705;246.67;353.33;103.33;1.77;73.33;110.00;110.01;38.43;50410214.92
Case 1706;246.67;353.33;103.33;1.77;73.33;116.67;116.67;25.62;52056382.15
Case 1707;246.67;353.33;103.33;1.77;73.33;123.33;122.06;14.18;53505636.83
Case 1708;246.67;353.33;103.33;1.77;73.33;130.00;122.36;7.21;55276890.53
Case 1709;246.67;353.33;103.33;1.77;80.00;110.00;109.99;38.75;51613061.72
Case 1710;246.67;353.33;103.33;1.77;80.00;116.67;116.63;25.77;53487925.43
Case 1711;246.67;353.33;103.33;1.77;80.00;123.33;123.31;12.83;54638461.28
Case 1712;246.67;353.33;103.33;1.77;80.00;130.00;124.06;5.49;56812647.52
Case 1713;246.67;353.33;103.33;2.00;60.00;110.00;109.98;38.34;48645533.27
Case 1714;246.67;353.33;103.33;2.00;60.00;116.67;116.64;25.82;49960699.47
Case 1715;246.67;353.33;103.33;2.00;60.00;123.33;118.99;17.17;51882175.05
Case 1716;246.67;353.33;103.33;2.00;60.00;130.00;119.18;10.44;53596066.19
Case 1717;246.67;353.33;103.33;2.00;66.67;110.00;109.98;38.61;50047531.92
Case 1718;246.67;353.33;103.33;2.00;66.67;116.67;116.60;25.90;51533552.58
Case 1719;246.67;353.33;103.33;2.00;66.67;123.33;120.67;15.42;53218335.51
Case 1720;246.67;353.33;103.33;2.00;66.67;130.00;120.93;8.69;55045852.68
Case 1721;246.67;353.33;103.33;2.00;73.33;110.00;109.99;38.79;51363437.88
Case 1722;246.67;353.33;103.33;2.00;73.33;116.67;116.63;25.88;53086856.92
Case 1723;246.67;353.33;103.33;2.00;73.33;123.33;122.34;13.92;54467075.31
Case 1724;246.67;353.33;103.33;2.00;73.33;130.00;122.71;6.98;56480159.66
Case 1725;246.67;353.33;103.33;2.00;80.00;110.00;109.99;38.95;52681708.92
Case 1726;246.67;353.33;103.33;2.00;80.00;116.67;116.66;25.88;54620137.17
Case 1727;246.67;353.33;103.33;2.00;80.00;123.33;123.29;12.92;55753326.95
Case 1728;246.67;353.33;103.33;2.00;80.00;130.00;124.37;5.19;57881768.10
Case 1729;246.67;353.33;110.00;1.30;60.00;110.00;110.01;37.03;44882885.64
Case 1730;246.67;353.33;110.00;1.30;60.00;116.67;116.61;25.46;46782439.69
Case 1731;246.67;353.33;110.00;1.30;60.00;123.33;117.87;18.05;46859473.62
Case 1732;246.67;353.33;110.00;1.30;60.00;130.00;117.97;11.50;45983324.37
Case 1733;246.67;353.33;110.00;1.30;66.67;110.00;109.98;37.50;45859139.88
Case 1734;246.67;353.33;110.00;1.30;66.67;116.67;116.65;25.22;47888438.82
Case 1735;246.67;353.33;110.00;1.30;66.67;123.33;119.51;16.45;48088754.08
Case 1736;246.67;353.33;110.00;1.30;66.67;130.00;119.62;9.82;46912129.57
Case 1737;246.67;353.33;110.00;1.30;73.33;110.00;109.99;37.81;46858040.41
Case 1738;246.67;353.33;110.00;1.30;73.33;116.67;116.62;25.29;48967952.23
Case 1739;246.67;353.33;110.00;1.30;73.33;123.33;121.09;14.89;49397841.50
Case 1740;246.67;353.33;110.00;1.30;73.33;130.00;121.34;8.20;48317339.43
Case 1741;246.67;353.33;110.00;1.30;80.00;110.00;110.00;38.05;47864998.05
Case 1742;246.67;353.33;110.00;1.30;80.00;116.67;116.61;25.39;50038658.05
Case 1743;246.67;353.33;110.00;1.30;80.00;123.33;122.67;13.38;51053772.47
Case 1744;246.67;353.33;110.00;1.30;80.00;130.00;122.97;6.56;49370641.63
Case 1745;246.67;353.33;110.00;1.53;60.00;110.00;110.00;37.60;45619207.63
Case 1746;246.67;353.33;110.00;1.53;60.00;116.67;116.62;25.58;47518119.08
Case 1747;246.67;353.33;110.00;1.53;60.00;123.33;118.35;17.66;49744309.67
Case 1748;246.67;353.33;110.00;1.53;60.00;130.00;118.46;11.01;49358364.69
Case 1749;246.67;353.33;110.00;1.53;66.67;110.00;109.99;37.94;46705469.53
Case 1750;246.67;353.33;110.00;1.53;66.67;116.67;116.65;25.45;48729135.33
Case 1751;246.67;353.33;110.00;1.53;66.67;123.33;120.01;16.03;50927335.62
Case 1752;246.67;353.33;110.00;1.53;66.67;130.00;120.18;9.32;50633719.15
Case 1753;246.67;353.33;110.00;1.53;73.33;110.00;109.99;38.23;47796177.47
Case 1754;246.67;353.33;110.00;1.53;73.33;116.67;116.62;25.52;49914109.70
Case 1755;246.67;353.33;110.00;1.53;73.33;123.33;121.61;14.50;52026120.63
Case 1756;246.67;353.33;110.00;1.53;73.33;130.00;121.89;7.64;51883169.65
Case 1757;246.67;353.33;110.00;1.53;80.00;110.00;110.00;38.42;48895995.78
Case 1758;246.67;353.33;110.00;1.53;80.00;116.67;116.63;25.58;51089240.04
Case 1759;246.67;353.33;110.00;1.53;80.00;123.33;123.15;12.92;53025297.69
Case 1760;246.67;353.33;110.00;1.53;80.00;130.00;123.57;5.99;53332468.93
Case 1761;246.67;353.33;110.00;1.77;60.00;110.00;110.01;37.97;46399068.99
Case 1762;246.67;353.33;110.00;1.77;60.00;116.67;116.63;25.71;48300286.02
Case 1763;246.67;353.33;110.00;1.77;60.00;123.33;118.67;17.38;50493433.02
Case 1764;246.67;353.33;110.00;1.77;60.00;130.00;118.83;10.69;52234732.78
Case 1765;246.67;353.33;110.00;1.77;66.67;110.00;109.99;38.31;47568222.58
Case 1766;246.67;353.33;110.00;1.77;66.67;116.67;116.59;25.74;49601755.39
